Vehicle Type,Make,Model,Year,Price,Milleage,District,published date,Vehicle URL
Car,Suzuki,EVERY PA LED,2024,"Rs. 7,350,000",5000,Kurunegala,Mar 22,https://riyasewana.com/buy/suzuki-every-pa-sale-kurunegala-11375885
Car,Toyota,Taisor V Grade,2026,"Rs. 11,700,000",,Colombo,Mar 26,https://riyasewana.com/buy/toyota-taisor-v-sale-colombo-11396676
Car,Suzuki,Zen,2006,"Rs. 2,490,000",146000,Gampaha,21m ago,https://riyasewana.com/buy/suzuki-zen-sale-gampaha-11408117
Car,Toyota,Hilux Revo,2017,"Rs. 19,000,000",,Tangalle,Yesterday,https://riyasewana.com/buy/toyota-hilux-revo-sale-tangalle-11399568
Car,TVS,Victor GL,2004,"Rs. 145,000",86245,Polgahawela,Just now,https://riyasewana.com/buy/tvs-victor-gl-sale-polgahawela-11408217
Car,Mahindra,Bolero Maxi Truck,2017,"Rs. 4,250,000",122000,Colombo,Just now,https://riyasewana.com/buy/mahindra-bolero-maxi-sale-colombo-11407295
Car,Ranomoto,Gn125,2009,"Rs. 228,000",43556,Panadura,Just now,https://riyasewana.com/buy/ranomoto-gn125-sale-panadura-11408216
Car,TVS,Ntorq,2020,"Rs. 475,000",,Anuradapura,Just now,https://riyasewana.com/buy/tvs-ntorq-sale-anuradapura-11408215
Car,Suzuki,SWIFT RS,2011,"Rs. 5,375,000",127000,Moratuwa,1m ago,https://riyasewana.com/buy/suzuki-swift-rs-sale-moratuwa-11408214
Car,Tata,Dimo Batta,2013,"Rs. 1,975,000",1,Divulapitiya,1m ago,https://riyasewana.com/buy/tata-dimo-batta-sale-divulapitiya-11408212
Car,Other,Atco,2004,"Rs. 2,100,000",125000,Avissawella,2m ago,https://riyasewana.com/buy/other-atco-sale-avissawella-11407152
Car,Honda,Dio,2018,"Rs. 550,000",50000,Kandy,2m ago,https://riyasewana.com/buy/honda-dio-sale-kandy-11408211
Car,Suzuki,Maruti,2006,"Rs. 2,150,000",45000,Chilaw,2m ago,https://riyasewana.com/buy/suzuki-maruti-sale-chilaw-11407110
Car,Toyota,Axio,2014,Negotiable,140,Colombo,3m ago,https://riyasewana.com/buy/toyota-axio-sale-colombo-11408210
Car,TVS,Wego,2015,Negotiable,36000,Kandy,3m ago,https://riyasewana.com/buy/tvs-wego-sale-kandy-11406747
Car,Toyota,Corolla 121,2004,"Rs. 5,700,000",160000,Gampaha,3m ago,https://riyasewana.com/buy/toyota-corolla-121-sale-gampaha-11408209
Car,Yamaha,Ray ZR,2019,"Rs. 460,000",41000,Boralesgamuwa,3m ago,https://riyasewana.com/buy/yamaha-ray-zr-sale-boralesgamuwa-11408208
Car,Hero-Honda,Cd Dawn,2014,"Rs. 235,000",3532,Kurunegala,4m ago,https://riyasewana.com/buy/hero-honda-cd-dawn-sale-kurunegala-11408207
Car,Bajaj,CT-100,2017,"Rs. 425,000",52000,Colombo,4m ago,https://riyasewana.com/buy/bajaj-ct-100-sale-colombo-11408206
Car,Toyota,Raize Z,2026,"Rs. 14,190,000",,Nittambuwa,4m ago,https://riyasewana.com/buy/toyota-raize-z-sale-nittambuwa-11408204
Car,Yamaha,Fz V.3,2019,Negotiable,,Gampaha,4m ago,https://riyasewana.com/buy/yamaha-fz-v-3-sale-gampaha-11408203
Car,Bajaj,Pulsar 159,2013,Negotiable,51000,Warakapola,5m ago,https://riyasewana.com/buy/bajaj-pulsar-159-sale-warakapola-11408202
Car,Mitsubishi,Colt,1979,"Rs. 690,000",123456,Gampaha,5m ago,https://riyasewana.com/buy/mitsubishi-colt-sale-gampaha-11408199
Car,Suzuki,Alto,2004,"Rs. 3,650,000",119000,Gampaha,5m ago,https://riyasewana.com/buy/suzuki-alto-sale-gampaha-11408198
Car,Mitsubishi,Rosa,2016,Negotiable,265000,Kandy,6m ago,https://riyasewana.com/buy/mitsubishi-rosa-sale-kandy-11408197
Car,Hyundai,Venue,2026,"Rs. 12,200,000",,Ratnapura,6m ago,https://riyasewana.com/buy/hyundai-venue-sale-ratnapura-11408196
Car,Toyota,Noah CR41,1998,"Rs. 6,550,000",120000,Gampaha,6m ago,https://riyasewana.com/buy/toyota-noah-cr41-sale-gampaha-11408195
Car,Tata,1510,2003,"Rs. 3,500,000",6565,Kandy,7m ago,https://riyasewana.com/buy/tata-1510-sale-kandy-11408194
Car,Bajaj,RE 2 Stroke,2006,"Rs. 985,000",50000,Galle,7m ago,https://riyasewana.com/buy/bajaj-re-2-sale-galle-11408193
Car,TVS,King,2016,"Rs. 1,095,000",35000,Gampaha,7m ago,https://riyasewana.com/buy/tvs-king-sale-gampaha-11408190
Car,Kawasaki,Tracker X,2015,"Rs. 1,625,000",55000,Minuwangoda,8m ago,https://riyasewana.com/buy/kawasaki-tracker-x-sale-minuwangoda-11408189
Car,Yamaha,FZ-S,2013,"Rs. 445,000",5445,Avissawella,8m ago,https://riyasewana.com/buy/yamaha-fz-s-sale-avissawella-11408188
Car,Mitsubishi,Rosa,2016,Negotiable,265000,Kandy,8m ago,https://riyasewana.com/buy/mitsubishi-rosa-sale-kandy-11408187
Car,Mazda,2 Sedan,2010,"Rs. 6,000,000",132000,Kottawa,8m ago,https://riyasewana.com/buy/mazda-2-sedan-sale-kottawa-11408186
Car,Bajaj,Discover,2009,Negotiable,82578,Kurunegala,9m ago,https://riyasewana.com/buy/bajaj-discover-sale-kurunegala-11408185
Car,Toyota,CHR NGX 10,2019,"Rs. 13,500,000",88000,Negombo,9m ago,https://riyasewana.com/buy/toyota-chr-ngx-sale-negombo-11408184
Car,Bajaj,Discover 125M,2014,Negotiable,1234,Moneragala,9m ago,https://riyasewana.com/buy/bajaj-discover-125m-sale-moneragala-11408183
Car,Tata,1510,2004,"Rs. 4,000,000",326598,Kandy,9m ago,https://riyasewana.com/buy/tata-1510-sale-kandy-11408182
Car,Toyota,Cynos,1994,"Rs. 2,590,000",180000,Kandy,10m ago,https://riyasewana.com/buy/toyota-cynos-sale-kandy-11408174
Car,Hero,Pleasure,2012,Negotiable,1,Gampaha,10m ago,https://riyasewana.com/buy/hero-pleasure-sale-gampaha-11408173
Car,Mitsubishi,C11,1987,Negotiable,160000,Gampaha,10m ago,https://riyasewana.com/buy/mitsubishi-c11-sale-gampaha-11408172
Car,Bajaj,CT-100,2005,"Rs. 248,000",72,Colombo,10m ago,https://riyasewana.com/buy/bajaj-ct-100-sale-colombo-11408171
Car,Hero,Pleasure,2014,"Rs. 325,000",47000,Kandy,11m ago,https://riyasewana.com/buy/hero-pleasure-sale-kandy-11408170
Car,Honda,Fit GP5,2015,"Rs. 7,850,000",150000,Colombo,11m ago,https://riyasewana.com/buy/honda-fit-gp5-sale-colombo-11408169
Van,Kia,Sorento,2011,"Rs. 9,500,000",170000,Katunayake,Mar 25,https://riyasewana.com/buy/kia-sorento-sale-katunayake-11389732
Van,Mitsubishi,EK Wagon,2024,"Rs. 7,045,000",4600,Ambalangoda,Mar 26,https://riyasewana.com/buy/mitsubishi-ek-wagon-sale-ambalangoda-11396332
Van,Isuzu,ELF 250,2019,"Rs. 9,950,000",148000,Kandy,Mar 23,https://riyasewana.com/buy/isuzu-elf-250-sale-kandy-11382453
Van,Mitsubishi,Outlander,2015,"Rs. 14,200,000",123000,Dehiwala-Mt,Mar 21,https://riyasewana.com/buy/mitsubishi-outlander-sale-dehiwala-mount-lavinia-11374552
Van,Suzuki,Stingray,2014,"Rs. 5,200,000",148000,Kalutara,Just now,https://riyasewana.com/buy/suzuki-stingray-sale-kalutara-11408219
Van,Bajaj,CT-100,2006,Negotiable,1,Kandy,Just now,https://riyasewana.com/buy/bajaj-ct-100-sale-kandy-11408218
Pickup,Suzuki,A-Star,2010,"Rs. 3,800,000",123400,Piliyandala,54m ago,https://riyasewana.com/buy/suzuki-a-star-sale-piliyandala-11407956
Pickup,Hero,Pleasure,2014,"Rs. 285,000",47000,Kegalle,9h ago,https://riyasewana.com/buy/hero-pleasure-sale-kegalle-11404246
Pickup,Daihatsu,Mira L Grade,2024,"Rs. 6,290,000",5285,Gampaha,Mar 21,https://riyasewana.com/buy/daihatsu-mira-l-sale-gampaha-11373775
Pickup,Datsun,B210,1975,"Rs. 550,000",,Gampaha,Just now,https://riyasewana.com/buy/datsun-b210-sale-gampaha-11408220
SUV,Suzuki,Alto,2004,"Rs. 3,390,000",142000,Matara,Yesterday,https://riyasewana.com/buy/suzuki-alto-sale-matara-11404017
SUV,Mitsubishi,Montero,2013,"Rs. 24,000,000",172000,Wattala,Yesterday,https://riyasewana.com/buy/mitsubishi-montero-sale-wattala-11400787
SUV,Honda,Vezel,2014,"Rs. 9,550,000",202888,Colombo,Mar 26,https://riyasewana.com/buy/honda-vezel-sale-colombo-11398674
SUV,Suzuki,EVERY,2024,"Rs. 7,100,000",1800,Kurunegala,Mar 23,https://riyasewana.com/buy/suzuki-every-sale-kurunegala-11382729
