Vehicle Type,Make,Model,Year,Price,Milleage,District,published date,Vehicle URL
Car,Micro,Panda,2018,"Rs. 3,795,000",34000,Piliyandala,7h ago,https://riyasewana.com/buy/micro-panda-sale-piliyandala-11404839
Car,Toyota,RAIZE Z GRADE,2025,Negotiable,1,Nittambuwa,4h ago,https://riyasewana.com/buy/toyota-raize-z-sale-nittambuwa-11406267
Car,Kia,Sorento,2012,"Rs. 12,000,000",140000,Mirigama,Yesterday,https://riyasewana.com/buy/kia-sorento-sale-mirigama-11399002
Car,Honda,Civic EG8,1993,"Rs. 2,850,000",176000,Dompe,5h ago,https://riyasewana.com/buy/honda-civic-eg8-sale-dompe-11405704
Car,Honda,Dio,2018,"Rs. 550,000",50000,Kandy,Just now,https://riyasewana.com/buy/honda-dio-sale-kandy-11408211
Car,Suzuki,Maruti,2006,"Rs. 2,150,000",45000,Chilaw,Just now,https://riyasewana.com/buy/suzuki-maruti-sale-chilaw-11407110
Car,Toyota,Axio,2014,Negotiable,140,Colombo,Just now,https://riyasewana.com/buy/toyota-axio-sale-colombo-11408210
Car,TVS,Wego,2015,Negotiable,36000,Kandy,1m ago,https://riyasewana.com/buy/tvs-wego-sale-kandy-11406747
Car,Toyota,Corolla 121,2004,"Rs. 5,700,000",160000,Gampaha,1m ago,https://riyasewana.com/buy/toyota-corolla-121-sale-gampaha-11408209
Car,Yamaha,Ray ZR,2019,"Rs. 460,000",41000,Boralesgamuwa,1m ago,https://riyasewana.com/buy/yamaha-ray-zr-sale-boralesgamuwa-11408208
Car,Hero-Honda,Cd Dawn,2014,"Rs. 235,000",3532,Kurunegala,1m ago,https://riyasewana.com/buy/hero-honda-cd-dawn-sale-kurunegala-11408207
Car,Bajaj,CT-100,2017,"Rs. 425,000",52000,Colombo,1m ago,https://riyasewana.com/buy/bajaj-ct-100-sale-colombo-11408206
Car,Toyota,Raize Z,2026,"Rs. 14,190,000",,Nittambuwa,2m ago,https://riyasewana.com/buy/toyota-raize-z-sale-nittambuwa-11408204
Car,Yamaha,Fz V.3,2019,Negotiable,,Gampaha,2m ago,https://riyasewana.com/buy/yamaha-fz-v-3-sale-gampaha-11408203
Car,Bajaj,Pulsar 159,2013,Negotiable,51000,Warakapola,2m ago,https://riyasewana.com/buy/bajaj-pulsar-159-sale-warakapola-11408202
Car,Mitsubishi,Colt,1979,"Rs. 690,000",123456,Gampaha,2m ago,https://riyasewana.com/buy/mitsubishi-colt-sale-gampaha-11408199
Car,Suzuki,Alto,2004,"Rs. 3,650,000",119000,Gampaha,3m ago,https://riyasewana.com/buy/suzuki-alto-sale-gampaha-11408198
Car,Mitsubishi,Rosa,2016,Negotiable,265000,Kandy,4m ago,https://riyasewana.com/buy/mitsubishi-rosa-sale-kandy-11408197
Car,Hyundai,Venue,2026,"Rs. 12,200,000",,Ratnapura,4m ago,https://riyasewana.com/buy/hyundai-venue-sale-ratnapura-11408196
Car,Toyota,Noah CR41,1998,"Rs. 6,550,000",120000,Gampaha,4m ago,https://riyasewana.com/buy/toyota-noah-cr41-sale-gampaha-11408195
