Class of Vehicle,Make/Manufa. Name,Model,Country,Fuel Used,Cylinder Capacity,District,Registration Status,No of vehicle,Model_Code,Clean_Name
MOTOR CYCLE,RISE,LEADER,SRI LANKA,ELECTRIC,2.0,KALUTARA,BRAND NEW-L/MANUFACT,1,,LEADER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,LAW BED TRAILER,SRI LANKA,NOT STATED,0.0,RATNAPURA,LOCALLY BUILT,1,,LAW BED TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR TRAILER,SRI LANKA,NOT STATED,0.0,MONERAGALA,LOCALLY BUILT,15,,TRACTOR TRAILER
LORRY TRAILER/BOWSER,DUTCH LANKA TRAILER,DLST-40/40T,SRI LANKA,NOT STATED,0.0,COLOMBO,LOCALLY BUILT,10,DLST-40,/40T
COMMERCIAL,TOYOTA,GDH301R-GDFDY HIACE,JAPAN,DIESEL,2755.0,BADULLA,BRAND NEW,1,,GDH301R-GDFDY HIACE
MOTOR CYCLE,QUANLE,ZL,CHINA,ELECTRIC,2.0,MATALE,BRAND NEW,1,,ZL
MOTOR CYCLE,QUANLE,G18,CHINA,ELECTRIC,2.0,GALLE,BRAND NEW,4,,G18
MOTOR CYCLE,QUANLE,ZL,CHINA,ELECTRIC,2.0,COLOMBO,BRAND NEW,1,,ZL
MOTOR CYCLE,YADEA,EPOC H,CHINA,ELECTRIC,2.0,PUTTALAM,BRAND NEW,5,,EPOC H
MOTOR CYCLE,YADEA,T5,CHINA,ELECTRIC,1.2,KILINOCHCHI,BRAND NEW,7,,T5
MOTOR CYCLE,YADEA,T5,CHINA,ELECTRIC,1.2,KALUTARA,BRAND NEW,46,,T5
PRIMER MOVER,TATA,SIGNA 4018,INDIA,DIESEL,5883.0,GAMPAHA,BRAND NEW,6,,SIGNA 4018
MOTOR CYCLE,SOLID,LEO,CHINA,ELECTRIC,1.2,GAMPAHA,BRAND NEW,16,,LEO
MOTOR CYCLE,TVS,IQUBE,INDIA,ELECTRIC,3.34,TRINCOMALEE,BRAND NEW,1,,IQUBE
MOTOR CYCLE,TERRA,A4000 I,VIETNAM,ELECTRIC,1.9,KURUNEGALA,BRAND NEW,2,,A4000 I
MOTOR CYCLE,YADEA,M6,CHINA,ELECTRIC,1.2,KURUNEGALA,BRAND NEW,1,,M6
MOTOR CYCLE,LIMA,ELO-07,CHINA,ELECTRIC,1.5,KILINOCHCHI,BRAND NEW,1,ELO-07,Unknown
MOTOR CYCLE,YADEA,T5,CHINA,ELECTRIC,1.2,KEGALLE,BRAND NEW,13,,T5
MOTOR CYCLE,YADEA,T5,CHINA,ELECTRIC,1.2,TRINCOMALEE,BRAND NEW,17,,T5
MOTOR CYCLE,YADEA,RUIBIN,CHINA,ELECTRIC,0.8,ANURADHAPURA,BRAND NEW,1,,RUIBIN
MOTOR CYCLE,DASTOL,DW-28,CHINA,ELECTRIC,2.0,GALLE,BRAND NEW,1,DW-28,Unknown
MOTOR CYCLE,QUANLE,XGW,CHINA,ELECTRIC,1.2,HAMBANTOTA,BRAND NEW,7,,XGW
MOTOR CYCLE,QUANLE,ZS,CHINA,ELECTRIC,1.2,RATNAPURA,BRAND NEW,3,,ZS
LAND VEHICLE,KUBOTA,L 4508,JAPAN,DIESEL,2197.0,ANURADHAPURA,BRAND NEW,2,,L 4508
MOTOR CYCLE,ATHER,450X,INDIA,ELECTRIC,3.0,PUTTALAM,BRAND NEW,2,,450X
MOTOR CYCLE,NWOW,WSP,CHINA,ELECTRIC,1.5,HAMBANTOTA,BRAND NEW,1,,WSP
LAND VEHICLE,TAFE,45DI,INDIA,DIESEL,2500.0,KILINOCHCHI,BRAND NEW,4,,45DI
MOTOR CYCLE,BAJAJ,PULSAR N160,SRI LANKA,PETROL,164.82,AMPARA,BRAND NEW,1,,PULSAR N160
MOTOR CYCLE,HONDA,PCX 160,JAPAN,PETROL,157.0,ANURADHAPURA,RECONDITIONED,2,,PCX 160
MOTOR CYCLE,HONDA,PCX,JAPAN,PETROL,124.0,KANDY,RECONDITIONED,1,,PCX
MOTOR CYCLE,HONDA,PCX 125,VIETNAM,PETROL,125.0,KANDY,RECONDITIONED,1,,PCX 125
LAND VEHICLE (SMALL),KUBOTA,K750,JAPAN,DIESEL,401.0,ANURADHAPURA,RECONDITIONED,1,,K750
COMMERCIAL,NISSAN,PDG-EHW41 CIVILIAN,JAPAN,DIESEL,2950.0,GAMPAHA,RECONDITIONED,1,PDG-EHW41,CIVILIAN
SPECIAL PURPOSE VEHICLE,TOYOTA,GENEO 45,JAPAN,DIESEL,4616.0,COLOMBO,RECONDITIONED,1,,GENEO 45
MOTOR CYCLE,KAWASAKI,NINJA ZX25R,JAPAN,PETROL,249.0,GAMPAHA,RECONDITIONED,1,,NINJA ZX25R
CAR,MG,MG4 ELECTRIC,THAILAND,ELECTRIC,125.0,GAMPAHA,RECONDITIONED,1,,MG4 ELECTRIC
LAND VEHICLE (SMALL),KUBOTA,K600-GA75,JAPAN,DIESEL,422.0,KANDY,RECONDITIONED,1,K600-GA75,Unknown
MOTOR CYCLE,HONDA,PCX,JAPAN,PETROL,157.0,KURUNEGALA,RECONDITIONED,1,,PCX
MOTOR CYCLE,HONDA,PCX,JAPAN,PETROL,157.0,COLOMBO,RECONDITIONED,1,,PCX
LAND VEHICLE,MASSEY FERGUSON,MF240,ENGLAND,DIESEL,2500.0,KALUTARA,RECONDITIONED,1,,MF240
MOTOR CYCLE,ROYAL ENFIELD,BULLET,INDIA,PETROL,349.0,MULLATIVU,RECONDITIONED,1,,BULLET
MOTOR CYCLE,HONDA,ADV 160,JAPAN,PETROL,157.0,HAMBANTOTA,RECONDITIONED,1,,ADV 160
CAR,SUZUKI,DBA-HA36S,JAPAN,PETROL,650.0,KEGALLE,RECONDITIONED,1,DBA-HA36S,Unknown
DUAL PURPOSE (COMMERCIAL),NISSAN,HBD-DR17V,JAPAN,PETROL,650.0,GAMPAHA,RECONDITIONED,1,HBD-DR17V,Unknown
CAR,B.M.W.,I5 EDRIVE 40 M SPORT,UNITED KINGDOM,ELECTRIC,250.0,COLOMBO,RECONDITIONED,1,,I5 EDRIVE 40 M SPORT
LAND VEHICLE (SMALL),KUBOTA,K7,JAPAN,DIESEL,395.0,POLONNARUWA,RECONDITIONED,1,,K7
CAR,B.M.W.,I 7X DRIVE 60M SPORT,UNITED KINGDOM,ELECTRIC,400.0,COLOMBO,RECONDITIONED,1,,I 7X DRIVE 60M SPORT
LAND VEHICLE (SMALL),KUBOTA,K550A,JAPAN,DIESEL,375.0,KURUNEGALA,RECONDITIONED,1,,K550A
MOTOR CYCLE,HONDA,PCX 160,JAPAN,PETROL,157.0,AMPARA,RECONDITIONED,1,,PCX 160
CAR,BYD,SEAL,THAILAND,ELECTRIC,150.0,KANDY,NEW,1,,SEAL
MOTOR CYCLE,RISE,LEADER R 100,SRI LANKA,ELECTRIC,2.0,KALUTARA,BRAND NEW-L/MANUFACT,1,,LEADER R 100
MOTOR CYCLE,RISE,LEADER,SRI LANKA,ELECTRIC,2.0,POLONNARUWA,BRAND NEW-L/MANUFACT,1,,LEADER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,LOW BED TRAILER,SRI LANKA,NOT STATED,0.0,BATTICALOA,LOCALLY BUILT,2,,LOW BED TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR TRAILER,SRI LANKA,NOT STATED,0.0,MATALE,LOCALLY BUILT,6,,TRACTOR TRAILER
LORRY TRAILER/BOWSER,TANTRI,TFB-40,SRI LANKA,NOT STATED,0.0,COLOMBO,LOCALLY BUILT,4,TFB-40,Unknown
CAR,LAND ROVER,DISCOVERY 3 TDV6S,UNITED KINGDOM,DIESEL,2720.0,GAMPAHA,BOUGHT FROM AUCTION,1,,DISCOVERY 3 TDV6S
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,LOW BED TRAILER,SRI LANKA,NOT STATED,0.0,AMPARA,LOCALLY BUILT,2,,LOW BED TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,LAW BED TRAILER,SRI LANKA,NOT STATED,0.0,BATTICALOA,LOCALLY BUILT,1,,LAW BED TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRAILER BOWSER,SRI LANKA,NOT STATED,0.0,JAFFNA,LOCALLY BUILT,1,,TRAILER BOWSER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,LOW BED TRAILER,SRI LANKA,NOT STATED,0.0,MATARA,LOCALLY BUILT,1,,LOW BED TRAILER
OTHER SPECIAL PURPOSE VEHICLE,TATA DAEWOO,A79C7 NOVUS,KOREA,DIESEL,11051.0,COLOMBO,BRAND NEW,1,,A79C7 NOVUS
MOTOR CYCLE,ATHER,450X,INDIA,ELECTRIC,3.0,GAMPAHA,BRAND NEW,3,,450X
MOTOR CYCLE,QUANLE,XGW,CHINA,ELECTRIC,1.2,ANURADHAPURA,BRAND NEW,6,,XGW
MOTOR CYCLE,LUYUAN,MNK3,CHINA,ELECTRIC,1.5,GAMPAHA,BRAND NEW,2,,MNK3
MOTOR CYCLE,YADEA,T5,CHINA,ELECTRIC,1.2,RATNAPURA,BRAND NEW,15,,T5
MOTOR CYCLE,YADEA,T5,CHINA,ELECTRIC,1.2,COLOMBO,BRAND NEW,59,,T5
COMMERCIAL,LANKA ASHOK LEYLAND,VIKING,INDIA,DIESEL,6014.0,GAMPAHA,BRAND NEW,8,,VIKING
COMMERCIAL,LANKA ASHOK LEYLAND,VIKING,INDIA,DIESEL,6014.0,JAFFNA,BRAND NEW,2,,VIKING
MOTOR CYCLE,NWOW,V11,CHINA,ELECTRIC,1.0,COLOMBO,BRAND NEW,1,,V11
MOTOR CYCLE,YADEA,E8S PRO,CHINA,ELECTRIC,2.0,KURUNEGALA,BRAND NEW,6,,E8S PRO
MOTOR CYCLE,LIMA,ELO-07,CHINA,ELECTRIC,1.5,KURUNEGALA,BRAND NEW,13,ELO-07,Unknown
MOTOR CYCLE,LIMA,JV 1.5G,CHINA,ELECTRIC,1.5,HAMBANTOTA,BRAND NEW,1,,JV 1.5G
COMMERCIAL,LANKA ASHOK LEYLAND,VIKING,INDIA,DIESEL,6014.0,KANDY,BRAND NEW,3,,VIKING
MOTOR CYCLE,LUYUAN,M-MHH-Z30LJ,CHINA,ELECTRIC,2.0,GAMPAHA,BRAND NEW,1,,M-MHH-Z30LJ
MOTOR CYCLE,LUYUAN,M-MHH-Z30LJ,CHINA,ELECTRIC,2.0,GALLE,BRAND NEW,3,,M-MHH-Z30LJ
LAND VEHICLE,TAFE,45DI,INDIA,DIESEL,2500.0,BATTICALOA,BRAND NEW,10,,45DI
MOTOR CYCLE,HUAIHAI,HUAIHAI,CHINA,ELECTRIC,2.0,MATARA,BRAND NEW,7,,HUAIHAI
MOTOR CYCLE,OPAI,YW-06,CHINA,ELECTRIC,2.0,RATNAPURA,BRAND NEW,1,YW-06,Unknown
COMMERCIAL,LANKA ASHOK LEYLAND,VIKING,INDIA,DIESEL,6014.0,HAMBANTOTA,BRAND NEW,2,,VIKING
MOTOR CYCLE,QUANLE,Q1,CHINA,ELECTRIC,1.2,KALUTARA,BRAND NEW,1,,Q1
MOTOR CYCLE,QUANLE,ZL,CHINA,ELECTRIC,2.0,GALLE,BRAND NEW,3,,ZL
MOTOR CYCLE,LUYUAN,MNK3,CHINA,ELECTRIC,1.5,ANURADHAPURA,BRAND NEW,1,,MNK3
MOTOR CYCLE,HONDA,PCX 160,JAPAN,PETROL,157.0,KALUTARA,RECONDITIONED,3,,PCX 160
MOTOR CYCLE,HONDA,PCX 160,JAPAN,PETROL,157.0,KURUNEGALA,RECONDITIONED,4,,PCX 160
MOTOR CYCLE,HONDA,PCX 124,JAPAN,PETROL,124.0,BATTICALOA,RECONDITIONED,1,,PCX 124
MOTOR CYCLE,HONDA,PCX,VIETNAM,PETROL,124.0,KEGALLE,RECONDITIONED,2,,PCX
MOTOR CYCLE,HONDA,ADV 160,JAPAN,PETROL,157.0,AMPARA,RECONDITIONED,1,,ADV 160
MOTOR CYCLE,HONDA,PCX 160,VIETNAM,PETROL,157.0,COLOMBO,RECONDITIONED,2,,PCX 160
MOTOR CYCLE,ROYAL ENFIELD,METEOR,INDIA,PETROL,349.0,JAFFNA,RECONDITIONED,1,,METEOR
MOTOR CYCLE,HONDA,PCX 125,VIETNAM,PETROL,125.0,BATTICALOA,RECONDITIONED,1,,PCX 125
CAR,TOYOTA,6BA-MXAA54  RAV 4,JAPAN,PETROL,1980.0,COLOMBO,RECONDITIONED,1,6BA-MXAA54,RAV 4
MOTOR CYCLE,HONDA,PCX,VIETNAM,PETROL,124.0,COLOMBO,RECONDITIONED,1,,PCX
CAR,KIA,EV 5 VEHICLE,THAILAND,ELECTRIC,160.0,KANDY,RECONDITIONED,1,,EV 5 VEHICLE
CAR,NISSAN,5BA-NT32  X-TRAIL,JAPAN,PETROL,1990.0,COLOMBO,RECONDITIONED,1,5BA-NT32,X-TRAIL
CAR,M.G.,MG4,THAILAND,ELECTRIC,125.0,COLOMBO,RECONDITIONED,1,,MG4
MOTOR CYCLE,ROYAL ENFIELD,CLASSIC 350,INDIA,PETROL,349.0,MULLATIVU,RECONDITIONED,1,,CLASSIC 350
DUAL PURPOSE (COMMERCIAL),NISSAN,HBD-DR17V,JAPAN,PETROL,650.0,KANDY,RECONDITIONED,1,HBD-DR17V,Unknown
MOTOR LORRY (COMMERCIAL),MITSUBISHI,TKG FEB90,JAPAN,DIESEL,2990.0,KURUNEGALA,RECONDITIONED,1,,TKG FEB90
LAND VEHICLE (SMALL),KUBOTA,K600A,JAPAN,DIESEL,422.0,ANURADHAPURA,RECONDITIONED,1,,K600A
CAR,B.M.W.,I7X DRIVE 60M SPORTS,GERMANY,ELECTRIC,400.0,GAMPAHA,NEW,1,,I7X DRIVE 60M SPORTS
CAR,MERCEDES BENZ,EQE 300 SUV,GERMANY,ELECTRIC,180.0,COLOMBO,NEW,1,,EQE 300 SUV
MOTOR CYCLE,RISE,LEADER R80,SRI LANKA,ELECTRIC,2.0,MONERAGALA,BRAND NEW-L/MANUFACT,6,,LEADER R80
MOTOR CYCLE,RISE,LEADER R80,SRI LANKA,ELECTRIC,2.0,MATALE,BRAND NEW-L/MANUFACT,3,,LEADER R80
MOTOR CYCLE,RISE,LEADER,SRI LANKA,ELECTRIC,2.0,JAFFNA,BRAND NEW-L/MANUFACT,1,,LEADER
MOTOR CYCLE,TVS,NTORQ 125,SRI LANKA,PETROL,124.79,KURUNEGALA,BRAND NEW-L/MANUFACT,1,,NTORQ 125
MOTOR CYCLE,RISE,LEADER R 100,SRI LANKA,ELECTRIC,2.0,ANURADHAPURA,BRAND NEW-L/MANUFACT,2,,LEADER R 100
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR TRAILER,SRI LANKA,NOT STATED,0.0,KILINOCHCHI,LOCALLY ASSEMBLED,1,,TRACTOR TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR TRAILER,SRI LANKA,NOT STATED,0.0,KURUNEGALA,LOCALLY BUILT,16,,TRACTOR TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR TRAILER,SRI LANKA,NOT STATED,0.0,GAMPAHA,LOCALLY BUILT,6,,TRACTOR TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR TRAILER,SRI LANKA,NOT STATED,0.0,TRINCOMALEE,LOCALLY BUILT,13,,TRACTOR TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR TRAILER,SRI LANKA,NOT STATED,0.0,VAVUNIYA,LOCALLY BUILT,12,,TRACTOR TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR TRAILER,SRI LANKA,NOT STATED,0.0,HAMBANTOTA,LOCALLY BUILT,16,,TRACTOR TRAILER
CAR,DFSK,GLORY I AUTO,SRI LANKA,PETROL,1498.0,GAMPAHA,LOCALLY BUILT,2,,GLORY I AUTO
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,LAW BED TRAILER,SRI LANKA,NOT STATED,0.0,BADULLA,LOCALLY BUILT,1,,LAW BED TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,LAW BED TRAILER,SRI LANKA,NOT STATED,0.0,MONERAGALA,LOCALLY BUILT,1,,LAW BED TRAILER
CAR,DFSK,GLORY I AUTO,SRI LANKA,PETROL,1498.0,COLOMBO,LOCALLY BUILT,2,,GLORY I AUTO
MOTOR TRICYCLE VAN,PIAGGIO,APE XTRA LD,INDIA,DIESEL,435.0,RATNAPURA,BOUGHT FROM AUCTION,1,,APE XTRA LD
MOTOR CYCLE,REVOLT,RV 400,INDIA,ELECTRIC,3.0,COLOMBO,BRAND NEW,5,,RV 400
MOTOR CYCLE,TVS,IQUBE,INDIA,ELECTRIC,3.34,COLOMBO,BRAND NEW,25,,IQUBE
MOTOR CYCLE,LUYUAN ALFA,MKK-Z23E-12-C,CHINA,ELECTRIC,1.2,MATARA,BRAND NEW,3,MKK-Z23E-12-C,Unknown
MOTOR CYCLE,QUANLE,XGW,CHINA,ELECTRIC,1.2,GAMPAHA,BRAND NEW,26,,XGW
MOTOR CYCLE,YADEA,T5,CHINA,ELECTRIC,1.2,BADULLA,BRAND NEW,10,,T5
MOTOR CYCLE,YADEA,T5,CHINA,ELECTRIC,1.2,KANDY,BRAND NEW,7,,T5
MOTOR CYCLE,YADEA,T5,CHINA,ELECTRIC,1.2,ANURADHAPURA,BRAND NEW,138,,T5
SPECIAL PURPOSE VEHICLE,JAC,CPD25,CHINA,ELECTRIC,80.0,COLOMBO,BRAND NEW,2,,CPD25
LAND VEHICLE (SMALL),VIKYNO,RV125-2,VIETNAM,DIESEL,624.0,KEGALLE,BRAND NEW,1,RV125-2,Unknown
MOTOR CYCLE,NWOW,SE,CHINA,ELECTRIC,0.8,KALUTARA,BRAND NEW,4,,SE
MOTOR CYCLE,NWOW,SE,CHINA,ELECTRIC,0.8,COLOMBO,BRAND NEW,16,,SE
MOTOR CYCLE,TERRA,A4000I,VIETNAM,ELECTRIC,1.9,KURUNEGALA,BRAND NEW,1,,A4000I
MOTOR CYCLE,LIMA,ELO-07,CHINA,ELECTRIC,1.5,RATNAPURA,BRAND NEW,2,ELO-07,Unknown
LAND VEHICLE,KUBOTA,L3408,JAPAN,DIESEL,1647.0,KANDY,BRAND NEW,1,,L3408
MOTOR CYCLE,YADEA,RUIBIN,CHINA,ELECTRIC,0.8,AMPARA,BRAND NEW,2,,RUIBIN
MOTOR CYCLE,VINFAST,EVO 200,VIETNAM,ELECTRIC,2.5,COLOMBO,BRAND NEW,2,,EVO 200
MOTOR CYCLE,VINFAST,FELIZ,VIETNAM,ELECTRIC,3.0,COLOMBO,BRAND NEW,2,,FELIZ
MOTOR CYCLE,QUANLE,ZL,CHINA,ELECTRIC,2.0,KURUNEGALA,BRAND NEW,8,,ZL
LAND VEHICLE (SMALL),LAND FORCE,RK80,THAILAND,DIESEL,416.0,ANURADHAPURA,BRAND NEW,1,,RK80
LAND VEHICLE,TAFE,45DI,INDIA,DIESEL,2500.0,TRINCOMALEE,BRAND NEW,9,,45DI
LAND VEHICLE (SMALL),VIKYNO,RV125-2,VIETNAM,DIESEL,624.0,KURUNEGALA,BRAND NEW,1,RV125-2,Unknown
LAND VEHICLE,JOHN DEERE,5047D,INDIA,DIESEL,2940.0,ANURADHAPURA,BRAND NEW,1,,5047D
MOTOR CYCLE,LIMA,ELO-07,CHINA,ELECTRIC,1.5,MATARA,BRAND NEW,3,ELO-07,Unknown
MOTOR CYCLE,QUANLE,XGW,CHINA,ELECTRIC,1.2,MATALE,BRAND NEW,1,,XGW
MOTOR CYCLE,LUYUAN,M-MHH-Z30LJ,CHINA,ELECTRIC,2.0,MONERAGALA,BRAND NEW,1,,M-MHH-Z30LJ
MOTOR CYCLE,QUANLE,ZL,CHINA,ELECTRIC,2.0,AMPARA,BRAND NEW,2,,ZL
MOTOR CYCLE,QUANLE,G18,CHINA,ELECTRIC,2.0,RATNAPURA,BRAND NEW,2,,G18
MOTOR CYCLE,LUYUAN,MYT,CHINA,ELECTRIC,0.8,KALUTARA,BRAND NEW,1,,MYT
MOTOR CYCLE,HONDA,PCX 125,JAPAN,PETROL,124.0,COLOMBO,RECONDITIONED,4,,PCX 125
LAND VEHICLE (SMALL),KUBOTA,K7,JAPAN,DIESEL,395.0,MATALE,RECONDITIONED,1,,K7
SPECIAL PURPOSE VEHICLE,MITSUBISHI,WS200L WHEEL LOADER,JAPAN,DIESEL,1500.0,GAMPAHA,RECONDITIONED,1,,WS200L WHEEL LOADER
MOTOR CYCLE,HONDA,PCX 125,VIETNAM,PETROL,124.0,ANURADHAPURA,RECONDITIONED,1,,PCX 125
MOTOR CYCLE,HONDA,8BK-KF47,JAPAN,PETROL,157.0,KEGALLE,RECONDITIONED,1,8BK-KF47,Unknown
CAR,HONDA,DBA-JH1 N WGN,JAPAN,PETROL,650.0,BADULLA,RECONDITIONED,1,DBA-JH1,N WGN
MOTOR CYCLE,HONDA,ADV 160,THAILAND,PETROL,157.0,COLOMBO,RECONDITIONED,1,,ADV 160
CAR,MERCEDES BENZ,DAA-205077,GERMANY,PETROL,1490.0,COLOMBO,RECONDITIONED,1,DAA-205077,Unknown
SPECIAL PURPOSE VEHICLE,TCM,SSL607 SKID LOADER,JAPAN,DIESEL,2197.0,VAVUNIYA,RECONDITIONED,1,,SSL607 SKID LOADER
PRIMER MOVER,MAN,TGX 26.470,UNITED KINGDOM,DIESEL,12419.0,COLOMBO,RECONDITIONED,6,,TGX 26.470
MOTOR CYCLE,HONDA,BENY,JAPAN,PETROL,124.0,KURUNEGALA,RECONDITIONED,1,,BENY
MOTOR CYCLE,ROYAL ENFIELD,CLASSIC 350,INDIA,PETROL,349.0,COLOMBO,RECONDITIONED,1,,CLASSIC 350
SPECIAL PURPOSE VEHICLE,YANMAR,V4-5 WHEEL LOADER,JAPAN,DIESEL,1496.0,PUTTALAM,RECONDITIONED,1,V4-5,WHEEL LOADER
LAND VEHICLE (SMALL),KUBOTA,K75,JAPAN,DIESEL,1001.0,COLOMBO,RECONDITIONED,1,,K75
LAND VEHICLE (SMALL),KUBOTA,K8,JAPAN,DIESEL,465.0,GAMPAHA,RECONDITIONED,1,,K8
DUAL PURPOSE (COMMERCIAL),SUZUKI,EBD-DA17V EVERY,JAPAN,PETROL,650.0,GAMPAHA,RECONDITIONED,1,EBD-DA17V,EVERY
SPECIAL PURPOSE VEHICLE,TCM,805 WHEEL LOADER,JAPAN,DIESEL,1490.0,JAFFNA,RECONDITIONED,1,,805 WHEEL LOADER
MOTOR CYCLE,HONDA,MONKEY125,THAILAND,PETROL,124.0,GALLE,RECONDITIONED,1,,MONKEY125
CAR,TESLA,MODEL Y - RWD,CHINA,ELECTRIC,194.0,COLOMBO,RECONDITIONED,1,,MODEL Y - RWD
MOTOR LORRY (COMMERCIAL),MITSUBISHI,TKG-FK61F,JAPAN,DIESEL,7540.0,ANURADHAPURA,RECONDITIONED,1,TKG-FK61F,Unknown
MOTOR CYCLE,WOLF,4,CHINA,ELECTRIC,1.0,BADULLA,NEW,1,,4
MOTOR CYCLE,RISE,LEADER R80,SRI LANKA,ELECTRIC,2.0,RATNAPURA,BRAND NEW-L/MANUFACT,9,,LEADER R80
MOTOR CYCLE,RISE,LEADER R 100,SRI LANKA,ELECTRIC,2.0,POLONNARUWA,BRAND NEW-L/MANUFACT,1,,LEADER R 100
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,LOW BED TRAILER,SRI LANKA,NOT STATED,0.0,POLONNARUWA,LOCALLY BUILT,4,,LOW BED TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR TRAILER,SRI LANKA,NOT STATED,0.0,ANURADHAPURA,LOCALLY BUILT,32,,TRACTOR TRAILER
MOTOR LORRY (COMMERCIAL),J M C,JX1044TC2R,SRI LANKA,DIESEL,2771.0,COLOMBO,LOCALLY BUILT,3,,JX1044TC2R
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,LOW BED TRAILER,SRI LANKA,NOT STATED,0.0,MONERAGALA,LOCALLY BUILT,1,,LOW BED TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR TRAILER,SRI LANKA,NOT STATED,0.0,AMPARA,LOCALLY BUILT,14,,TRACTOR TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR TRAILER,SRI LANKA,NOT STATED,0.0,RATNAPURA,LOCALLY BUILT,3,,TRACTOR TRAILER
LORRY TRAILER/BOWSER,TANTRI,TSK-20,SRI LANKA,NOT STATED,0.0,GAMPAHA,LOCALLY BUILT,1,TSK-20,Unknown
TRACTOR TRAILER/BOWSER,SACHINTHA,TRAILER BOWSER,SRI LANKA,NOT STATED,0.0,GAMPAHA,LOCALLY BUILT,1,,TRAILER BOWSER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,LOW BED TRAILER,SRI LANKA,NOT STATED,0.0,MATALE,LOCALLY BUILT,2,,LOW BED TRAILER
DUAL PURPOSE (COMMERCIAL),TOYOTA,CR27,JAPAN,DIESEL,1970.0,KANDY,BOUGHT FROM AUCTION,1,,CR27
MOTOR TRICYCLE VAN,PIAGGIO,APE  XTRA LD,INDIA,DIESEL,435.0,COLOMBO,BOUGHT FROM AUCTION,1,,APE  XTRA LD
MOTOR CYCLE,QUANLE,Q1,CHINA,ELECTRIC,1.2,GAMPAHA,BRAND NEW,8,,Q1
MOTOR CYCLE,YADEA,T5,CHINA,ELECTRIC,1.2,GAMPAHA,BRAND NEW,53,,T5
MOTOR CYCLE,SOLID,LEO,CHINA,ELECTRIC,1.2,MATARA,BRAND NEW,2,,LEO
MOTOR CYCLE,DASTOL,DW-28,CHINA,ELECTRIC,2.0,HAMBANTOTA,BRAND NEW,4,DW-28,Unknown
MOTOR CYCLE,NWOW,ARS,CHINA,ELECTRIC,0.45,COLOMBO,BRAND NEW,3,,ARS
MOTOR CYCLE,LIMA,ELO-07,CHINA,ELECTRIC,1.5,ANURADHAPURA,BRAND NEW,3,ELO-07,Unknown
COMMERCIAL,LANKA ASHOK LEYLAND,VIKING,INDIA,DIESEL,6014.0,BADULLA,BRAND NEW,1,,VIKING
MOTOR CYCLE,YADEA,E8S PRO,CHINA,ELECTRIC,2.0,KANDY,BRAND NEW,4,,E8S PRO
MOTOR CYCLE,YADEA,E8S PRO,CHINA,ELECTRIC,2.0,ANURADHAPURA,BRAND NEW,2,,E8S PRO
LAND VEHICLE,KARTAR,GLOBETRAC 4736 4WD,INDIA,DIESEL,3117.0,MONERAGALA,BRAND NEW,2,,GLOBETRAC 4736 4WD
MOTOR CYCLE,BAJAJ,CT 100 ES,SRI LANKA,PETROL,102.0,PUTTALAM,BRAND NEW,1,,CT 100 ES
MOTOR CYCLE,ATHER,450X,INDIA,ELECTRIC,3.0,ANURADHAPURA,BRAND NEW,1,,450X
LAND VEHICLE,TAFE,45DI,INDIA,DIESEL,2700.0,HAMBANTOTA,BRAND NEW,1,,45DI
MOTOR CYCLE,QUANLE,ZS,CHINA,ELECTRIC,1.2,GALLE,BRAND NEW,2,,ZS
MOTOR CYCLE,SUPER SOCO,TS STREET HUNTER,CHINA,ELECTRIC,2.5,COLOMBO,BRAND NEW,3,,TS STREET HUNTER
MOTOR CYCLE,VMOTO,CPX,CHINA,ELECTRIC,4.3,GAMPAHA,BRAND NEW,1,,CPX
MOTOR CYCLE,SUZUKI,BURGMAN STREET EX,INDIA,PETROL,124.0,BATTICALOA,RECONDITIONED,1,,BURGMAN STREET EX
