Class of Vehicle,Make/Manufa. Name,Model,Country,Fuel Used,Cylinder Capacity,District,Registration Status,No of vehicle,Model_Code,Clean_Name
MOTOR CYCLE,REVOLT,RV 400,INDIA,ELECTRIC,3.0,GAMPAHA,BRAND NEW,2,,RV 400
MOTOR CYCLE,REVOLT,RV 400,INDIA,ELECTRIC,3.0,HAMBANTOTA,BRAND NEW,1,,RV 400
MOTOR CYCLE,ATHER,450X,INDIA,ELECTRIC,3.0,PUTTALAM,BRAND NEW,1,,450X
LAND VEHICLE,TAFE,45DI,INDIA,DIESEL,2500.0,KURUNEGALA,BRAND NEW,2,,45DI
MOTOR CYCLE,LUYUAN,MYT,CHINA,ELECTRIC,0.8,HAMBANTOTA,BRAND NEW,2,,MYT
MOTOR CYCLE,LUYUAN,MNK3,CHINA,ELECTRIC,1.5,KALUTARA,BRAND NEW,1,,MNK3
MOTOR CYCLE,YADEA,EPOC H,CHINA,ELECTRIC,2.0,PUTTALAM,BRAND NEW,5,,EPOC H
MOTOR CYCLE,YADEA,T5,CHINA,ELECTRIC,1.2,KILINOCHCHI,BRAND NEW,5,,T5
PRIMER MOVER,TATA,SIGNA 4018,INDIA,DIESEL,5883.0,GAMPAHA,BRAND NEW,6,,SIGNA 4018
PRIMER MOVER,LANKA ASHOK LEYLAND,U4923,INDIA,DIESEL,5759.0,VAVUNIYA,BRAND NEW,1,,U4923
MOTOR LORRY (COMMERCIAL),ISUZU,TSG-NPR85AN,JAPAN,DIESEL/ELE,2990.0,MONERAGALA,RECONDITIONED,1,TSG-NPR85AN,Unknown
SPECIAL PURPOSE VEHICLE,KOMATSU,WA30-2 WHEEL LOADER,JAPAN,DIESEL,1500.0,ANURADHAPURA,RECONDITIONED,1,WA30-2,WHEEL LOADER
SPECIAL PURPOSE VEHICLE,J.C.B,3CX,UNITED KINGDOM,DIESEL,4000.0,MATALE,RECONDITIONED,1,,3CX
MOTOR CYCLE,YAMAHA,EXCITER 150,THAILAND,PETROL,150.0,GAMPAHA,RECONDITIONED,1,,EXCITER 150
MOTOR CYCLE,HONDA,PCX 125,VIETNAM,PETROL,124.0,KALUTARA,RECONDITIONED,2,,PCX 125
SPECIAL PURPOSE VEHICLE,TADANO,TR-100M-1,JAPAN,DIESEL,4009.0,COLOMBO,RECONDITIONED,1,TR-100M-1,Unknown
MOTOR CYCLE,HONDA,ZOOMER,JAPAN,PETROL,49.0,PUTTALAM,RECONDITIONED,1,,ZOOMER
MOTOR CYCLE,HONDA,PCX 160,JAPAN,PETROL,157.0,AMPARA,RECONDITIONED,1,,PCX 160
MOTOR CYCLE,HONDA,PCX 160,JAPAN,PETROL,156.0,AMPARA,RECONDITIONED,1,,PCX 160
LAND VEHICLE (SMALL),KUBOTA,K600,JAPAN,DIESEL,422.0,GALLE,RECONDITIONED,1,,K600
LAND VEHICLE (SMALL),KUBOTA,K600,JAPAN,DIESEL,422.0,HAMBANTOTA,RECONDITIONED,2,,K600
LAND VEHICLE (SMALL),KUBOTA,K8,JAPAN,DIESEL,465.0,HAMBANTOTA,RECONDITIONED,1,,K8
MOTOR CYCLE,HONDA,PCX 125,JAPAN,PETROL,123.0,RATNAPURA,RECONDITIONED,1,,PCX 125
MOTOR CYCLE,HONDA,PCX,JAPAN,PETROL,157.0,KURUNEGALA,RECONDITIONED,1,,PCX
MOTOR CYCLE,HONDA,PCX 160,VIETNAM,PETROL,157.0,KALUTARA,RECONDITIONED,1,,PCX 160
MOTOR CYCLE,HONDA,PCX 156,VIETNAM,PETROL,156.0,GAMPAHA,RECONDITIONED,1,,PCX 156
CAR,EMPEROR,NZE  121,SRI LANKA,PETROL,1496.0,GAMPAHA,USED PARTS-ASSEMBLED,2,,NZE  121
CAR,EMPEROR,NZT 240,SRI LANKA,PETROL,1496.0,COLOMBO,USED PARTS-ASSEMBLED,2,,NZT 240
CAR,EMPEROR,NZT240,SRI LANKA,PETROL,1496.0,KANDY,USED PARTS-ASSEMBLED,1,,NZT240
CAR,EMPEROR,KSP 92,SRI LANKA,PETROL,998.0,COLOMBO,USED PARTS-ASSEMBLED,1,,KSP 92
CAR,EMPEROR,NZE141,SRI LANKA,PETROL,1496.0,MATALE,USED PARTS-ASSEMBLED,1,,NZE141
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,LOW BED TRAILER,SRI LANKA,NOT STATED,0.0,BATTICALOA,LOCALLY BUILT,1,,LOW BED TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,LOW BED TRAILER,SRI LANKA,NOT STATED,0.0,AMPARA,LOCALLY BUILT,1,,LOW BED TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,LAW BED TRAILER,SRI LANKA,NOT STATED,0.0,BATTICALOA,LOCALLY BUILT,3,,LAW BED TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR TRAILER,SRI LANKA,NOT STATED,0.0,MATALE,LOCALLY BUILT,1,,TRACTOR TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRAILER BOWSER,SRI LANKA,NOT STATED,0.0,JAFFNA,LOCALLY BUILT,1,,TRAILER BOWSER
LORRY TRAILER/BOWSER,LANKA ASHOK LEYLAND,TAILER,SRI LANKA,NOT STATED,0.0,COLOMBO,LOCALLY BUILT,2,,TAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,LOW BED TRAILER,SRI LANKA,NOT STATED,0.0,HAMBANTOTA,LOCALLY BUILT,1,,LOW BED TRAILER
LORRY TRAILER/BOWSER,DUTCH LANKA TRAILER,DLLB-24/35T LOW BED,SRI LANKA,NOT STATED,0.0,COLOMBO,LOCALLY BUILT,1,DLLB-24,/35T LOW BED
LAND VEHICLE,TAFE,45DI,INDIA,DIESEL,2700.0,POLONNARUWA,BRAND NEW,2,,45DI
MOTOR CYCLE,QUANLE,XGW,CHINA,ELECTRIC,1.2,ANURADHAPURA,BRAND NEW,7,,XGW
MOTOR CYCLE,NWOW,V11,CHINA,ELECTRIC,1.0,COLOMBO,BRAND NEW,5,,V11
MOTOR CYCLE,SOLID,G6,CHINA,ELECTRIC,1.5,PUTTALAM,BRAND NEW,1,,G6
MOTOR CYCLE,QUANLE,ZS,CHINA,ELECTRIC,1.2,TRINCOMALEE,BRAND NEW,1,,ZS
MOTOR CYCLE,YADEA,T5,CHINA,ELECTRIC,1.2,COLOMBO,BRAND NEW,36,,T5
MOTOR CYCLE,YADEA,T5,CHINA,ELECTRIC,1.2,VAVUNIYA,BRAND NEW,5,,T5
LAND VEHICLE,TAFE,45DI,INDIA,DIESEL,2500.0,BATTICALOA,BRAND NEW,1,,45DI
MOTOR CYCLE,LUYUAN,MNK3,CHINA,ELECTRIC,1.5,ANURADHAPURA,BRAND NEW,7,,MNK3
MOTOR CYCLE,LUYUAN,MNK3,CHINA,ELECTRIC,1.5,GAMPAHA,BRAND NEW,17,,MNK3
LAND VEHICLE (SMALL),NEW LION,RV125-2,CHINA,DIESEL,624.0,POLONNARUWA,BRAND NEW,2,RV125-2,Unknown
MOTOR CYCLE,HUAIHAI,HUAIHAI,CHINA,ELECTRIC,2.0,MATARA,BRAND NEW,1,,HUAIHAI
MOTOR CYCLE,LUYUAN,S90PLUS,CHINA,ELECTRIC,1.5,COLOMBO,BRAND NEW,1,,S90PLUS
MOTOR CYCLE,ATHER,450X,INDIA,ELECTRIC,3.0,GAMPAHA,BRAND NEW,2,,450X
MOTOR CYCLE,LUYUAN ALFA,MKK-Z23E-12-C,CHINA,ELECTRIC,1.2,KEGALLE,BRAND NEW,1,MKK-Z23E-12-C,Unknown
MOTOR CYCLE,LUYUAN,MNK3,CHINA,ELECTRIC,1.5,MATARA,BRAND NEW,4,,MNK3
MOTOR CYCLE,YADEA,T5,CHINA,ELECTRIC,1.2,RATNAPURA,BRAND NEW,18,,T5
COMMERCIAL,TOYOTA,GDH322R-EDTDY,JAPAN,DIESEL,2755.0,GAMPAHA,BRAND NEW,1,,GDH322R-EDTDY
LAND VEHICLE (SMALL),FARM MASTER,RV125-2,CHINA,DIESEL,624.0,HAMBANTOTA,BRAND NEW,1,RV125-2,Unknown
LAND VEHICLE (SMALL),FARM MASTER,FM300,VIETNAM,DIESEL,666.0,MATALE,BRAND NEW,1,,FM300
MOTOR CYCLE,NWOW,ARS,CHINA,ELECTRIC,0.45,GAMPAHA,BRAND NEW,8,,ARS
MOTOR CYCLE,LIMA,ELO-07,CHINA,ELECTRIC,1.5,KURUNEGALA,BRAND NEW,12,ELO-07,Unknown
MOTOR CYCLE,LIMA,ELO-07,CHINA,ELECTRIC,1.5,COLOMBO,BRAND NEW,1,ELO-07,Unknown
PRIMER MOVER,TATA,SIGNA 4018,INDIA,DIESEL,5883.0,KURUNEGALA,BRAND NEW,1,,SIGNA 4018
MOTOR CYCLE,YADEA,T 9,CHINA,ELECTRIC,2.0,NUWARA-ELIYA,BRAND NEW,1,,T 9
MOTOR CYCLE,HONDA,PCX 160,JAPAN,PETROL,157.0,KURUNEGALA,RECONDITIONED,6,,PCX 160
SPECIAL PURPOSE VEHICLE,TADANO,GR-600N-1,JAPAN,DIESEL,13074.0,COLOMBO,RECONDITIONED,1,GR-600N-1,Unknown
MOTOR LORRY (COMMERCIAL),ISUZU,TSG-NPR85 AN,JAPAN,DIESEL,2990.0,KURUNEGALA,RECONDITIONED,1,TSG-NPR85,AN
SPECIAL PURPOSE VEHICLE,MITSUBISHI,FD-15,JAPAN,DIESEL,1500.0,GAMPAHA,RECONDITIONED,1,FD-15,Unknown
SPECIAL PURPOSE VEHICLE,J.C.B,3CX,UNITED KINGDOM,DIESEL,3900.0,HAMBANTOTA,RECONDITIONED,1,,3CX
MOTOR LORRY (COMMERCIAL),MITSUBISHI,2PG-FEB90,JAPAN,DIESEL,2990.0,KURUNEGALA,RECONDITIONED,1,2PG-FEB90,Unknown
MOTOR CYCLE,HONDA,PCX 160,JAPAN,PETROL,157.0,KALUTARA,RECONDITIONED,2,,PCX 160
SPECIAL PURPOSE VEHICLE,KOMATSU,510 WHEEL LOADER,JAPAN,DIESEL,4300.0,AMPARA,RECONDITIONED,1,,510 WHEEL LOADER
MOTOR CYCLE,HONDA,ADV 160,JAPAN,PETROL,157.0,MATARA,RECONDITIONED,2,,ADV 160
SPECIAL PURPOSE VEHICLE,MITSUBISHI,WS300 WHEEL LOADER,JAPAN,DIESEL,1499.0,COLOMBO,RECONDITIONED,1,,WS300 WHEEL LOADER
MOTOR CYCLE,HONDA,PCX,JAPAN,PETROL,125.0,KALUTARA,RECONDITIONED,1,,PCX
MOTOR CYCLE,HONDA,PCX 160,VIETNAM,PETROL,157.0,COLOMBO,RECONDITIONED,2,,PCX 160
MOTOR CYCLE,HONDA,PCX 160,JAPAN,PETROL,157.0,BATTICALOA,RECONDITIONED,2,,PCX 160
MOTOR CYCLE,HONDA,ADV 160,JAPAN,PETROL,157.0,AMPARA,RECONDITIONED,1,,ADV 160
MOTOR CYCLE,SUZUKI,BURGMAN STREET,INDIA,PETROL,124.0,BATTICALOA,RECONDITIONED,1,,BURGMAN STREET
MOTOR CYCLE,HONDA,PCX 160,JAPAN,PETROL,160.0,KEGALLE,RECONDITIONED,1,,PCX 160
MOTOR CYCLE,HONDA,PCX 160,VIETNAM,PETROL,157.0,MATARA,RECONDITIONED,2,,PCX 160
MOTOR CYCLE,HONDA,ADV 160,JAPAN,PETROL,160.0,KALUTARA,RECONDITIONED,1,,ADV 160
MOTOR CYCLE,TVS,NTORQ 125,SRI LANKA,PETROL,124.79,KALUTARA,BRAND NEW-L/MANUFACT,1,,NTORQ 125
CAR,EMPEROR,NZE 121,SRI LANKA,PETROL,1496.0,KANDY,USED PARTS-ASSEMBLED,1,,NZE 121
CAR,EMPEROR,NZE-121,SRI LANKA,PETROL,1496.0,COLOMBO,USED PARTS-ASSEMBLED,1,NZE-121,Unknown
CAR,EMPEROR,KSP  90,SRI LANKA,PETROL,998.0,GALLE,USED PARTS-ASSEMBLED,1,,KSP  90
CAR,EMPEROR,NZE 141,SRI LANKA,PETROL,1496.0,KURUNEGALA,USED PARTS-ASSEMBLED,1,,NZE 141
CAR,EMPEROR,NZT  240,SRI LANKA,PETROL,1496.0,GAMPAHA,USED PARTS-ASSEMBLED,1,,NZT  240
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR TRAILER,SRI LANKA,NOT STATED,0.0,KURUNEGALA,LOCALLY BUILT,9,,TRACTOR TRAILER
MOTOR CYCLE,HONDA,SUPER CUB,JAPAN,PETROL,50.0,COLOMBO,BOUGHT FROM AUCTION,1,,SUPER CUB
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR TRAILER,SRI LANKA,NOT STATED,0.0,HAMBANTOTA,LOCALLY BUILT,21,,TRACTOR TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR TRAILER,SRI LANKA,NOT STATED,0.0,GAMPAHA,LOCALLY BUILT,3,,TRACTOR TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR TRAILER,SRI LANKA,NOT STATED,0.0,VAVUNIYA,LOCALLY BUILT,14,,TRACTOR TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR TRAILER,SRI LANKA,NOT STATED,0.0,TRINCOMALEE,LOCALLY BUILT,10,,TRACTOR TRAILER
LORRY TRAILER/BOWSER,TANTRI,TSK-40,SRI LANKA,NOT STATED,0.0,GAMPAHA,LOCALLY BUILT,1,TSK-40,Unknown
MOTOR CYCLE,SUZUKI,BURGMAN,INDIA,PETROL,124.0,GAMPAHA,BOUGHT FROM AUCTION,1,,BURGMAN
CAR,DFSK,GLORY I AUTO,SRI LANKA,PETROL,1498.0,COLOMBO,LOCALLY BUILT,1,,GLORY I AUTO
LAND VEHICLE,TAFE,45DI,INDIA,DIESEL,2500.0,TRINCOMALEE,BRAND NEW,2,,45DI
MOTOR CYCLE,QUANLE,ZL,CHINA,ELECTRIC,2.0,KURUNEGALA,BRAND NEW,3,,ZL
MOTOR CYCLE,QUANLE,XGW,CHINA,ELECTRIC,1.2,GAMPAHA,BRAND NEW,8,,XGW
MOTOR CYCLE,QUANLE,G18,CHINA,ELECTRIC,2.0,BADULLA,BRAND NEW,1,,G18
MOTOR CYCLE,QUANLE,G18,CHINA,ELECTRIC,2.0,RATNAPURA,BRAND NEW,3,,G18
MOTOR CYCLE,QUANLE,ZL,CHINA,ELECTRIC,2.0,AMPARA,BRAND NEW,4,,ZL
MOTOR CYCLE,NWOW,SE,CHINA,ELECTRIC,0.8,KALUTARA,BRAND NEW,7,,SE
MOTOR CYCLE,NWOW,V11,CHINA,ELECTRIC,1.0,GAMPAHA,BRAND NEW,1,,V11
MOTOR CYCLE,QUANLE,Q1,CHINA,ELECTRIC,1.2,GALLE,BRAND NEW,1,,Q1
MOTOR CYCLE,LUYUAN,M-MHH-Z30LJ,CHINA,ELECTRIC,2.0,COLOMBO,BRAND NEW,1,,M-MHH-Z30LJ
MOTOR CYCLE,YADEA,EZEEGO,CHINA,ELECTRIC,1.2,TRINCOMALEE,BRAND NEW,1,,EZEEGO
MOTOR CYCLE,YADEA,T5,CHINA,ELECTRIC,1.2,ANURADHAPURA,BRAND NEW,128,,T5
MOTOR CYCLE,YADEA,T5,CHINA,ELECTRIC,1.2,NUWARA-ELIYA,BRAND NEW,1,,T5
MOTOR CYCLE,YADEA,T5,CHINA,ELECTRIC,1.2,KANDY,BRAND NEW,5,,T5
MOTOR CYCLE,YADEA,RUIBIN,CHINA,ELECTRIC,0.8,POLONNARUWA,BRAND NEW,1,,RUIBIN
MOTOR CYCLE,YADEA,T5,CHINA,ELECTRIC,1.2,BADULLA,BRAND NEW,7,,T5
MOTOR CYCLE,NWOW,SE,CHINA,ELECTRIC,0.8,COLOMBO,BRAND NEW,22,,SE
LAND VEHICLE (SMALL),VIKYNO,RV125-2,VIETNAM,DIESEL,624.0,MATARA,BRAND NEW,1,RV125-2,Unknown
MOTOR CYCLE,REVOLT,RV 400,INDIA,ELECTRIC,3.0,COLOMBO,BRAND NEW,1,,RV 400
MOTOR CYCLE,TVS,IQUBE,INDIA,ELECTRIC,3.34,COLOMBO,BRAND NEW,12,,IQUBE
MOTOR CYCLE,QUANLE,G18,CHINA,ELECTRIC,2.0,PUTTALAM,BRAND NEW,1,,G18
MOTOR CYCLE,YADEA,EPOC H,CHINA,ELECTRIC,2.0,KEGALLE,BRAND NEW,3,,EPOC H
LAND VEHICLE (SMALL),VIKYNO,RV125-2,VIETNAM,DIESEL,624.0,KURUNEGALA,BRAND NEW,4,RV125-2,Unknown
LAND VEHICLE,JOHN DEERE,5047D,INDIA,DIESEL,2940.0,ANURADHAPURA,BRAND NEW,1,,5047D
LAND VEHICLE (SMALL),VIKYNO,RV125-2,VIETNAM,DIESEL,624.0,POLONNARUWA,BRAND NEW,6,RV125-2,Unknown
LAND VEHICLE (SMALL),FARM MASTER,RV125-2,VIETNAM,DIESEL,624.0,HAMBANTOTA,BRAND NEW,1,RV125-2,Unknown
MOTOR CYCLE,LIMA,ELO-07,CHINA,ELECTRIC,1.5,MATALE,BRAND NEW,4,ELO-07,Unknown
MOTOR CYCLE,YADEA,RUIBIN,CHINA,ELECTRIC,0.8,AMPARA,BRAND NEW,2,,RUIBIN
MOTOR CYCLE,NWOW,V11,CHINA,ELECTRIC,1.0,MONERAGALA,BRAND NEW,1,,V11
MOTOR CYCLE,LUYUAN,M-MHH-Z45LJ,CHINA,ELECTRIC,2.0,KALUTARA,BRAND NEW,1,,M-MHH-Z45LJ
MOTOR CYCLE,HONDA,ADV160,JAPAN,PETROL,157.0,GAMPAHA,RECONDITIONED,1,,ADV160
MOTOR CYCLE,HONDA,ADV 160,JAPAN,PETROL,157.0,KALUTARA,RECONDITIONED,1,,ADV 160
SPECIAL PURPOSE VEHICLE,TEREX,AC-250-1,GERMANY,DIESEL,15928.0,COLOMBO,RECONDITIONED,1,AC-250-1,Unknown
CAR,TOYOTA,6AA-MXPJ10,JAPAN,PETROL/ELE,1490.0,COLOMBO,RECONDITIONED,1,6AA-MXPJ10,Unknown
SPECIAL PURPOSE VEHICLE,MITSUBISHI,FD20,JAPAN,DIESEL,2331.0,GAMPAHA,RECONDITIONED,1,,FD20
MOTOR CYCLE,HONDA,PCX 125,JAPAN,PETROL,124.0,COLOMBO,RECONDITIONED,1,,PCX 125
MOTOR CYCLE,ROYAL ENFIELD,CLASSIC 350,INDIA,PETROL,349.0,COLOMBO,RECONDITIONED,2,,CLASSIC 350
MOTOR CYCLE,KAWASAKI,2BK-ZX250,JAPAN,PETROL,249.0,MATARA,RECONDITIONED,1,2BK-ZX250,Unknown
CAR,NISSAN,5BA-NT32,JAPAN,PETROL,1997.0,COLOMBO,RECONDITIONED,1,5BA-NT32,Unknown
LAND VEHICLE,KUBOTA,L2201 DT,JAPAN,DIESEL,1100.0,KURUNEGALA,RECONDITIONED,1,,L2201 DT
SPECIAL PURPOSE VEHICLE,FURUKAWA,FL302 WHEEL LOADER,JAPAN,DIESEL,1500.0,AMPARA,RECONDITIONED,1,,FL302 WHEEL LOADER
MOTOR CYCLE,HONDA,ADV 160,JAPAN,PETROL,157.0,POLONNARUWA,RECONDITIONED,1,,ADV 160
SPECIAL PURPOSE VEHICLE,HYUNDAI,45DE,KOREA,DIESEL,3907.0,COLOMBO,RECONDITIONED,1,,45DE
MOTOR CYCLE,HONDA,PCX,VIETNAM,PETROL,124.0,KANDY,RECONDITIONED,1,,PCX
COMMERCIAL,MITSUBISHI,SKG-BE640J ROSA,JAPAN,DIESEL,2990.0,MONERAGALA,RECONDITIONED,1,SKG-BE640J,ROSA
THREE WHEELER,ELEKTRATEQ,ETX,SRI LANKA,ELECTRIC,5.0,JAFFNA,BRAND NEW-L/MANUFACT,1,,ETX
MOTOR CYCLE,BAJAJ,CT 100 ES,SRI LANKA,PETROL,102.0,ANURADHAPURA,BRAND NEW-L/MANUFACT,1,,CT 100 ES
CAR,EMPEROR,NZE 121,SRI LANKA,PETROL,1496.0,KURUNEGALA,USED PARTS-ASSEMBLED,1,,NZE 121
CAR,EMPEROR,NZE  121,SRI LANKA,PETROL,1496.0,COLOMBO,USED PARTS-ASSEMBLED,1,,NZE  121
CAR,EMPEROR,NZT 240,SRI LANKA,PETROL,1497.0,MATARA,USED PARTS-ASSEMBLED,1,,NZT 240
CAR,EMPEROR,NZE  121,SRI LANKA,PETROL,1496.0,PUTTALAM,USED PARTS-ASSEMBLED,1,,NZE  121
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR TRAILER,SRI LANKA,NOT STATED,0.0,AMPARA,LOCALLY BUILT,25,,TRACTOR TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,LOW BED TRAILER,SRI LANKA,NOT STATED,0.0,POLONNARUWA,LOCALLY BUILT,17,,LOW BED TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR TRAILER,SRI LANKA,NOT STATED,0.0,ANURADHAPURA,LOCALLY BUILT,35,,TRACTOR TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,LOW BED TRAILER,SRI LANKA,NOT STATED,0.0,MATALE,LOCALLY BUILT,4,,LOW BED TRAILER
MOTOR TRICYCLE VAN,PIAGGIO,APE EXTRA LD,INDIA,DIESEL,435.0,BATTICALOA,BOUGHT FROM AUCTION,1,,APE EXTRA LD
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,T/TRAILER,SRI LANKA,NOT STATED,0.0,ANURADHAPURA,LOCALLY BUILT,1,,T/TRAILER
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,LAW BED TRAILER,SRI LANKA,NOT STATED,0.0,KILINOCHCHI,LOCALLY BUILT,1,,LAW BED TRAILER
MOTOR CYCLE,SUZUKI,BURGMAN,INDIA,PETROL,125.0,COLOMBO,BOUGHT FROM AUCTION,3,,BURGMAN
TRACTOR TRAILER/BOWSER,LOCALLY BUILT,TRACTOR TRAILER,SRI LANKA,NOT STATED,0.0,RATNAPURA,LOCALLY BUILT,3,,TRACTOR TRAILER
TRACTOR TRAILER/BOWSER,WIMAL AGRO,TRACTOR BOWSER,SRI LANKA,NOT STATED,0.0,MONERAGALA,LOCALLY BUILT,2,,TRACTOR BOWSER
CAR,ELME,VOLT CITY EV,SRI LANKA,ELECTRIC,34.0,COLOMBO,LOCALLY BUILT,1,,VOLT CITY EV
MOTOR LORRY (COMMERCIAL),J M C,JX1044TC2R,SRI LANKA,DIESEL,2771.0,COLOMBO,LOCALLY BUILT,4,,JX1044TC2R
MOTOR CYCLE,QUANLE,XGW,CHINA,ELECTRIC,1.2,TRINCOMALEE,BRAND NEW,3,,XGW
MOTOR CYCLE,SINSKI,TDR283Z,CHINA,ELECTRIC,0.8,GAMPAHA,BRAND NEW,1,,TDR283Z
MOTOR CYCLE,NWOW,ARS,CHINA,ELECTRIC,0.45,COLOMBO,BRAND NEW,7,,ARS
MOTOR CYCLE,NWOW,GB2,CHINA,ELECTRIC,0.4,COLOMBO,BRAND NEW,2,,GB2
MOTOR CYCLE,SOLID,G6,CHINA,ELECTRIC,1.5,KURUNEGALA,BRAND NEW,1,,G6
CAR,TOYOTA,LAND CRUISER PRADO,JAPAN,DIESEL,2755.0,COLOMBO,BRAND NEW,1,,LAND CRUISER PRADO
MOTOR CYCLE,SUPER SOCO,TS STREET HUNTER,CHINA,ELECTRIC,2.5,COLOMBO,BRAND NEW,4,,TS STREET HUNTER
MOTOR CYCLE,YADEA,T5,CHINA,ELECTRIC,1.2,GAMPAHA,BRAND NEW,53,,T5
MOTOR CYCLE,YADEA,E8S PRO,CHINA,ELECTRIC,2.0,KANDY,BRAND NEW,1,,E8S PRO
LAND VEHICLE,TAFE,45DI,INDIA,DIESEL,2700.0,AMPARA,BRAND NEW,1,,45DI
MOTOR CYCLE,YADEA,T 9,CHINA,ELECTRIC,2.0,KANDY,BRAND NEW,1,,T 9
MOTOR CYCLE,QUANLE,Q1,CHINA,ELECTRIC,1.2,GAMPAHA,BRAND NEW,2,,Q1
LAND VEHICLE (SMALL),SIFANG,GN12DI,CHINA,DIESEL,815.0,ANURADHAPURA,BRAND NEW,1,,GN12DI
LAND VEHICLE,E KUBOTA,EK3-471 4WD,INDIA,DIESEL,2761.0,KURUNEGALA,BRAND NEW,1,EK3-471,4WD
SPECIAL PURPOSE VEHICLE,SEM,SEM915F MOTOR GRADER,CHINA,DIESEL,6500.0,ANURADHAPURA,BRAND NEW,1,,SEM915F MOTOR GRADER
MOTOR CYCLE,DAYUN,DY110-30,CHINA,PETROL,110.0,PUTTALAM,BRAND NEW,1,DY110-30,Unknown
COMMERCIAL,TOYOTA,HIACE GDH322R-EDTDY,JAPAN,DIESEL,2755.0,GAMPAHA,BRAND NEW,3,,HIACE GDH322R-EDTDY
MOTOR CYCLE,LIMA,ELO-07,CHINA,ELECTRIC,1.5,ANURADHAPURA,BRAND NEW,7,ELO-07,Unknown
MOTOR CYCLE,OYFLY,TDM-LTW,CHINA,ELECTRIC,2.0,GAMPAHA,BRAND NEW,3,TDM-LTW,Unknown
MOTOR CYCLE,LUYUAN,MYT,CHINA,ELECTRIC,0.8,GAMPAHA,BRAND NEW,1,,MYT
MOTOR CYCLE,HERO HONDA,PLEASURE,INDIA,PETROL,100.0,PUTTALAM,BRAND NEW,1,,PLEASURE
CAR,TOYOTA,5BA-M700A,JAPAN,PETROL,996.0,KANDY,RECONDITIONED,1,5BA-M700A,Unknown
MOTOR CYCLE,HONDA,PCX 125,VIETNAM,PETROL,125.0,KURUNEGALA,RECONDITIONED,1,,PCX 125
LAND VEHICLE (SMALL),KUBOTA,K7,JAPAN,DIESEL,401.0,HAMBANTOTA,RECONDITIONED,1,,K7
MOTOR CYCLE,HONDA,PCX,VIETNAM,PETROL,157.0,GAMPAHA,RECONDITIONED,4,,PCX
MOTOR CYCLE,HONDA,PCX 160,JAPAN,PETROL,157.0,GAMPAHA,RECONDITIONED,1,,PCX 160
CAR,HONDA,FIT   6AA-GR3,JAPAN,PETROL/ELE,1490.0,COLOMBO,RECONDITIONED,1,,FIT   6AA-GR3
LAND VEHICLE,MASSEY FERGUSON,MF135,JAPAN,DIESEL,2500.0,KURUNEGALA,RECONDITIONED,1,,MF135
MOTOR CYCLE,HONDA,PCX,VIETNAM,PETROL,124.0,PUTTALAM,RECONDITIONED,5,,PCX
MOTOR LORRY (COMMERCIAL),ISUZU,TKG-NPR85AN ELF,JAPAN,DIESEL,2990.0,COLOMBO,RECONDITIONED,2,TKG-NPR85AN,ELF
SPECIAL PURPOSE VEHICLE,KOMATSU,510-5 WHEEL LOADER,JAPAN,DIESEL,4330.0,AMPARA,RECONDITIONED,1,510-5,WHEEL LOADER
CAR,TOYOTA,RAV4-6AA-AXAH54,JAPAN,PETROL/ELE,2487.0,COLOMBO,RECONDITIONED,1,RAV4-6AA-AXAH54,Unknown
MOTOR CYCLE,HONDA,PCX 150,JAPAN,PETROL,149.0,PUTTALAM,RECONDITIONED,1,,PCX 150
CAR,SUZUKI,JIMNY SIERA,JAPAN,PETROL,1460.0,COLOMBO,RECONDITIONED,1,,JIMNY SIERA
SPECIAL PURPOSE VEHICLE,DOOSAN,D150,KOREA,DIESEL,8071.0,COLOMBO,RECONDITIONED,1,,D150
MOTOR CYCLE,BAJAJ,CT 100 ES,SRI LANKA,PETROL,102.0,KALUTARA,BRAND NEW-L/MANUFACT,1,,CT 100 ES
THREE WHEELER,ELEKTRATEQ,ETX,SRI LANKA,ELECTRIC,5.0,KEGALLE,BRAND NEW-L/MANUFACT,1,,ETX
CAR,EMPEROR,NZE 121,SRI LANKA,PETROL,1496.0,GAMPAHA,USED PARTS-ASSEMBLED,4,,NZE 121
